game_id,game_date,DayOfWeek,location,game_duration,final_score_red,final_score_blue,winner,player_id,player_canonical_name,team_color,player_role,player_goals,player_own_goals,player_assists,player_saves,referee,attendance_count,season,recorded_by,rating_raw,player_comment
G005985,2024-01-31,Wednesday,STUDENT HOUSE,2666,8,1,RED,P0612,Pierre Kovacs,BLUE,ATTACK,0,0,4,5,NONE,5,2024/2025,phone,,team spirit high
G010204,2024-10-23,Wednesday,YNOV TOULOUSE,2731,2,9,BLUE,P0536,Camille Moreau,RED,DEFENSE,0,0,4,2,NONE,4,2024/2025,camera,,spectacular assist
G003522,2023-11-23,Thursday,YNOV TOULOUSE,1254,0,2,BLUE,P0165,Noah Durand,BLUE,DEFENSE,0,0,2,5,SOFIA MARTIN,6,2025,GoPro,3,rage quit
G012610,2024-02-25,Sunday,YNOV TOULOUSE,945,7,2,RED,P0295,Ethan Andre,RED,ATTACK,7,0,3,0,NONE,4,2025,phone,5,table slippery
G020079,2023-01-27,Friday,CAFETERIA (1ST FLOOR),465,1,7,BLUE,P0209,Isabella Thomas,BLUE,DEFENSE,0,0,4,9,NONE,2,2024/2025,GoPro,4,
G020112,2023-09-03,Sunday,SALLE POLYVALENTE,960,6,2,RED,P0108,Ava Blanc,RED,ATTACK,6,0,0,9,NONE,3,2024/2025,camera,3,spectacular assist
G011818,2024-05-24,Friday,STUDENT HOUSE,744,6,2,RED,P0494,Riley Schmidt,BLUE,ATTACK,2,0,5,9,NONE,4,2023/2024,GoPro,5,
G011491,2023-04-20,Thursday,YNOV TOULOUSE,1721,1,2,BLUE,P0766,Maria Moreau,RED,DEFENSE,0,0,0,1,NONE,2,2025,camera,3,team spirit high
G011818,2024-05-24,Friday,STUDENT HOUSE,744,6,2,RED,P0610,Maria Garnier,BLUE,DEFENSE,0,0,3,3,NONE,4,2023/2024,GoPro,5,ref biased
G015071,2025-01-01,Wednesday,STUDENT HOUSE,1413,10,10,DRAW,P0342,Pierre Nakamura,BLUE,ATTACK,3,0,3,2,NONE,2,2025,Discord Bot,,spectacular assist
G012915,2023-05-12,Friday,SALLE POLYVALENTE,360,10,8,RED,P0523,Ethan Garcia,RED,DEFENSE,5,0,2,2,NONE,5,2024/2025,GoPro,,
G020513,2025-04-12,Saturday,YNOV TOULOUSE,685,3,3,DRAW,P0513,Isabella Martin,RED,ATTACK,2,0,3,9,NONE,,2024/2025,referee,,
G011645,2023-04-26,Wednesday,YNOV TOULOUSE,688,8,7,RED,P0740,Youssef Andre,RED,DEFENSE,8,0,5,5,PLAYER1,4,2024/2025,GoPro,,close match
G005533,2025-10-30,Thursday,YNOV TOULOUSE,3446,8,4,RED,P0517,Sofia Durand,BLUE,ATTACK,1,0,2,5,NONE,4,2024/2025,admin,5,team spirit high
G011138,2024-03-21,Thursday,GYM HALL,600,7,10,BLUE,P0238,Riley Kim,BLUE,ATTACK,4,0,0,9,ERIC ANDRE,6,2024/2025,admin,,spectacular assist
G011102,2025-03-06,Thursday,CAFETERIA (1ST FLOOR),1140,7,6,RED,P0362,Liam Morel,RED,DEFENSE,1,0,5,4,NONE,2,2024/2025,GoPro,,table slippery
G014712,2023-10-31,Tuesday,LAB 204,540,8,9,BLUE,P0483,Youssef Bernard,BLUE,ATTACK,3,0,5,5,NONE,6,2023/2024,phone,,ref biased
G009661,2023-02-22,Wednesday,YNOV TOULOUSE,421,7,10,BLUE,P0065,Antoine Richard,RED,DEFENSE,7,1,4,5,NONE,6,2023/2024,Discord Bot,1,amazing comeback!
G015462,2025-11-14,Friday,BAR LE FOOS,706,10,10,DRAW,P0796,Ava Girard,BLUE,ATTACK,2,0,4,7,PLAYER1,2,2025,referee,,ref biased
G004004,2023-02-09,Thursday,STUDENT HOUSE,630,5,5,DRAW,P0568,Carlos Muller,RED,ATTACK,1,0,4,3,NONE,4,2025,GoPro,,beer spilled
G014338,2025-07-20,Sunday,YNOV TOULOUSE,382,9,7,RED,P0024,Mila Schmidt,BLUE,DEFENSE,1,0,3,3,NONE,7,2023/2024,referee,4,spectacular assist
G010556,2024-07-15,Monday,BAR LE FOOS,1020,3,10,BLUE,P0733,Julien Faure,BLUE,ATTACK,0,0,4,9,NONE,2,2024/2025,referee,3,no comment
G012499,2025-09-02,Tuesday,LAB 204,469,6,9,BLUE,P0755,Paul Richard,BLUE,DEFENSE,3,0,3,7,NONE,7,2024/2025,Discord Bot,5,amazing comeback!
G011222,2024-10-29,Tuesday,GYM HALL,308,5,8,BLUE,P0757,Olivia Robert,RED,DEFENSE,2,0,1,7,NONE,2,2023/2024,auto_recorder,,table slippery
G013165,2024-12-05,Thursday,CAFETERIA (1ST FLOOR),1625,1,8,BLUE,P0118,Ethan Clement,BLUE,DEFENSE,6,0,5,2,CHLOE BIANCHI,,2024/2025,GoPro,,8 goals in one minute
G003655,2024-02-03,Saturday,CAMPUS - CAFETERIA,736,0,5,BLUE,P0009,Liam Girard,BLUE,DEFENSE,2,0,0,3,NONE,7,2024/2025,admin,3,table slippery
G013921,2023-11-09,Thursday,GYM HALL,672,4,4,DRAW,P0502,Ana Kim,BLUE,DEFENSE,3,0,3,8,CHRIS SILVA,6,2024/2025,GoPro,2,
G002687,2024-09-06,Friday,CAMPUS - CAFETERIA,874,7,0,RED,P0477,Eric Silva,BLUE,DEFENSE,0,0,2,2,ERIC LOPEZ,5,2024/2025,Discord Bot,5,
G022062,2023-01-11,Wednesday,CAMPUS - CAFETERIA,1158,1,3,BLUE,P0772,Lucas Moreau,RED,ATTACK,0,0,4,10,NONE,7,2024/2025,player phone,,close match
G020112,2023-09-03,Sunday,SALLE POLYVALENTE,960,6,2,RED,P0279,Pierre Garcia,RED,ATTACK,5,0,0,7,NONE,3,2024/2025,camera,3,rage quit
G020952,2023-06-01,Thursday,CAMPUS - CAFETERIA,602,3,5,BLUE,P0059,Mila Thomas,BLUE,ATTACK,3,0,4,0,PLAYER1,6,2024/2025,admin,,ref biased
G015263,2023-08-23,Wednesday,GYM HALL,674,9,4,RED,P0794,Ethan Clement,RED,ATTACK,1,0,2,2,NOAH SCHMIDT,4,2023/2024,camera,3,ref biased
G016542,2024-03-18,Monday,YNOV TOULOUSE,880,1,3,BLUE,P0277,Sarah Martin,BLUE,ATTACK,0,0,0,6,NONE,5,2025,GoPro,,8 goals in one minute
G003705,2024-04-21,Sunday,BAR LE FOOS,2746,4,7,BLUE,P0121,Taylor Silva,BLUE,ATTACK,2,0,0,4,NONE,2,2024/2025,GoPro,1,close match
G021272,2025-06-02,Monday,SALLE POLYVALENTE,378,2,6,BLUE,P0319,Sarah Richard,BLUE,DEFENSE,3,0,3,9,HUGO MARTIN,,2024/2025,camera,3,close match
G005624,2023-07-31,Monday,LAB 204,1647,0,0,DRAW,P0019,Noah Bianchi,RED,DEFENSE,0,0,0,9,YES,4,2024/2025,admin,4,amazing comeback!
G001736,2024-01-14,Sunday,STUDENT HOUSE,1068,10,4,RED,P0290,Olivia Laurent,RED,DEFENSE,7,0,2,2,NONE,5,2024/2025,phone,5,rage quit
G021891,2025-04-16,Wednesday,BAR LE FOOS,1492,9,7,RED,P0710,Camille Kovacs,RED,DEFENSE,2,0,5,2,CASEY NAKAMURA,5,2023/2024,phone,,ref biased
G015669,2024-11-21,Thursday,YNOV TOULOUSE,753,7,3,RED,P0213,Mila Girard,RED,DEFENSE,0,0,2,3,MORGAN MOREL,4,2024/2025,GoPro,2,table slippery
G023966,2023-05-22,Monday,GYM HALL,780,2,0,RED,P0461,Luc Silva,BLUE,ATTACK,0,0,2,6,SAM ROSSI,7,2023/2024,referee,,close match
G009659,2024-07-25,Thursday,YNOV TOULOUSE,480,2,9,BLUE,P0473,Sofia Bernard,BLUE,DEFENSE,1,0,3,2,NONE,5,2025,camera,5,rage quit
G011258,2024-07-05,Friday,LAB 204,372,10,4,RED,P0434,Maya Garcia,BLUE,DEFENSE,2,0,5,5,NONE,5,2024/2025,player phone,,
G000026,2023-10-17,Tuesday,CAFETERIA (1ST FLOOR),606,1,2,BLUE,P0688,Mateo Andre,BLUE,ATTACK,0,0,5,3,NONE,2,2025,GoPro,,
G007977,2025-08-22,Friday,BAR LE FOOS,2273,8,6,RED,P0633,Camille Lopez,BLUE,ATTACK,6,0,3,6,NONE,6,2023/2024,admin,,rage quit
G018707,2024-09-02,Monday,BAR LE FOOS,3596,9,6,RED,P0701,Carlos Kim,BLUE,DEFENSE,4,0,3,0,NONE,7,2024/2025,camera,4,no comment
G009168,2024-02-18,Sunday,SALLE POLYVALENTE,2110,8,2,RED,P0591,Sofia Girard,BLUE,ATTACK,2,0,0,1,NONE,7,2024/2025,player phone,,close match
G002750,2025-03-29,Saturday,YNOV TOULOUSE,1140,6,2,RED,P0104,Jamie Thomas,RED,ATTACK,2,0,5,8,NONE,8,2024/2025,auto_recorder,4,8 goals in one minute
G014567,2023-10-22,Sunday,CAMPUS - CAFETERIA,3253,2,6,BLUE,P0621,Sam Thomas,BLUE,DEFENSE,4,0,2,2,NONE,7,2025,admin,,team spirit high
G013282,2023-07-27,Thursday,YNOV TOULOUSE,967,4,3,RED,P0574,Youssef Lopez,RED,ATTACK,0,0,3,9,ISABELLA GARNIER,5,2023/2024,auto_recorder,,ref biased
G022170,2024-05-17,Friday,SALLE POLYVALENTE,1126,9,9,DRAW,P0160,Lena Laurent,BLUE,ATTACK,7,0,4,7,NONE,,2024/2025,Discord Bot,,no comment
G022728,2025-09-10,Wednesday,YNOV TOULOUSE,1200,8,9,BLUE,P0772,Lucas Moreau,RED,ATTACK,6,0,5,10,SARAH RICHARD,3,2024/2025,camera,1,spectacular assist
G011075,2024-12-29,Sunday,YNOV TOULOUSE,1155,8,10,BLUE,P0603,Chloe Muller,RED,DEFENSE,1,0,1,0,NONE,,2024/2025,phone,,8 goals in one minute
G010235,2024-10-31,Thursday,SALLE POLYVALENTE,1281,0,1,BLUE,P0493,Jordan Thomas,BLUE,ATTACK,0,0,1,5,NONE,7,2024/2025,admin,,spectacular assist
G024323,2025-08-27,Wednesday,SALLE POLYVALENTE,693,4,10,BLUE,P0174,Lucas Martin,BLUE,ATTACK,10,0,4,9,ISABELLA ROBERT,2,2025,admin,,no comment
G015127,2025-03-24,Monday,CAMPUS - CAFETERIA,420,0,7,BLUE,P0247,Leo Schmidt,RED,ATTACK,0,0,5,6,ANTOINE KIM,3,2024/2025,admin,2,amazing comeback!
G013020,2024-11-09,Saturday,YNOV TOULOUSE,600,3,0,RED,P0603,Chloe Muller,BLUE,DEFENSE,0,0,3,6,JORDAN LEROY,,2024/2025,phone,,beer spilled
G016990,2025-10-06,Monday,CAFETERIA (1ST FLOOR),720,0,8,BLUE,P0715,Casey Faure,RED,DEFENSE,0,0,5,7,NONE,5,2023/2024,Discord Bot,,spectacular assist
G001495,2023-03-21,Tuesday,BAR LE FOOS,3336,7,8,BLUE,P0543,Mila Philippe,BLUE,DEFENSE,4,0,4,4,NONE,3,2024/2025,referee,,table slippery
G019336,2023-11-03,Friday,YNOV TOULOUSE,1045,9,10,BLUE,P0514,Leo Philippe,RED,DEFENSE,8,0,1,1,NONE,2,2024/2025,Discord Bot,,table slippery
G014677,2024-06-30,Sunday,SALLE POLYVALENTE,900,8,10,BLUE,P0617,Pierre Rossi,RED,ATTACK,1,0,0,3,NONE,6,2025,admin,,no comment
G019765,2025-03-31,Monday,YNOV TOULOUSE,1020,6,1,RED,P0221,Ana Clement,BLUE,DEFENSE,1,0,2,2,CAMILLE THOMAS,8,2024/2025,admin,,ref biased
G007295,2024-07-14,Sunday,YNOV TOULOUSE,300,0,10,BLUE,P0708,Taylor Thomas,RED,ATTACK,0,0,0,4,YES,6,2023/2024,Discord Bot,3,team spirit high
G009785,2024-07-23,Tuesday,YNOV TOULOUSE,600,5,9,BLUE,P0046,Lena Garnier,BLUE,ATTACK,8,0,4,0,JULIEN KOVACS,5,2025,referee,4,close match
G003324,2024-07-07,Sunday,LAB 204,2418,2,7,BLUE,P0436,Alex Morel,BLUE,ATTACK,3,0,0,7,NONE,5,2023/2024,phone,4,beer spilled
G009782,2023-02-08,Wednesday,LAB 204,1020,9,9,DRAW,P0684,Youssef Muller,RED,DEFENSE,2,0,5,0,OLIVIA GIRARD,7,2023/2024,camera,3,close match
G006423,2024-08-12,Monday,LAB 204,750,1,5,BLUE,P0283,Julie Leroy,BLUE,ATTACK,1,0,2,9,NONE,6,2024/2025,phone,,
G007073,2024-02-13,Tuesday,LAB 204,1040,10,6,RED,P0443,Emma Clement,RED,ATTACK,8,0,3,6,NONE,2,2024/2025,GoPro,,ref biased
G023158,2024-07-03,Wednesday,YNOV TOULOUSE,861,4,4,DRAW,P0388,Sam Bianchi,RED,ATTACK,0,0,3,2,NONE,6,2024/2025,GoPro,5,beer spilled
G014194,2023-09-18,Monday,SALLE POLYVALENTE,432,0,10,BLUE,P0682,Jordan Kim,RED,ATTACK,0,0,2,9,NONE,,2024/2025,camera,3,beer spilled
G009313,2024-08-31,Saturday,CAMPUS - CAFETERIA,604,1,4,BLUE,P0386,Luc Richard,BLUE,ATTACK,4,0,1,9,NONE,6,2023/2024,referee,,rage quit
G007361,2025-02-26,Wednesday,GYM HALL,1227,10,0,RED,P0689,Mila Garcia,RED,ATTACK,4,0,1,1,NONE,4,2025,camera,2,team spirit high
G020782,2025-07-17,Thursday,YNOV TOULOUSE,911,4,1,RED,P0367,Camille Rossi,BLUE,ATTACK,1,0,5,0,CHRIS RICHARD,,2024/2025,camera,5,ref biased
G003661,2023-04-04,Tuesday,GYM HALL,1359,2,8,BLUE,P0064,Ethan Garnier,BLUE,ATTACK,3,0,4,4,NO,2,2025,GoPro,2,no comment
G022424,2024-02-22,Thursday,SALLE POLYVALENTE,1326,5,10,BLUE,P0787,Camille Blanc,RED,ATTACK,5,0,4,6,NONE,4,2024/2025,camera,2,8 goals in one minute
G000864,2024-07-06,Saturday,YNOV TOULOUSE,540,4,7,BLUE,P0670,Chloe Lopez,BLUE,ATTACK,0,0,0,0,NONE,4,2023/2024,phone,4,ref biased
G022936,2023-02-19,Sunday,STUDENT HOUSE,848,0,3,BLUE,P0079,Emma Bianchi,RED,ATTACK,0,0,4,7,NONE,8,2024/2025,phone,,amazing comeback!
G010743,2025-04-28,Monday,CAMPUS - CAFETERIA,840,2,2,DRAW,P0667,Maria Petit,BLUE,DEFENSE,2,0,1,5,ANA PHILIPPE,6,2024/2025,phone,,rage quit
G009211,2024-02-25,Sunday,YNOV TOULOUSE,1009,2,8,BLUE,P0067,Youssef Martin,RED,DEFENSE,0,0,0,10,NONE,5,2024/2025,player phone,,spectacular assist
G011081,2025-02-28,Friday,CAFETERIA (1ST FLOOR),840,5,2,RED,P0052,Pierre Garnier,RED,ATTACK,1,0,0,7,NONE,2,2024/2025,GoPro,,spectacular assist
G020977,2025-12-13,Saturday,YNOV TOULOUSE,787,7,7,DRAW,P0018,Emma Thomas,BLUE,ATTACK,1,0,4,1,NONE,,2024/2025,camera,,
G011011,2024-12-10,Tuesday,YNOV TOULOUSE,1116,0,8,BLUE,P0625,Ana Bernard,RED,DEFENSE,0,0,2,2,ISABELLA THOMAS,5,2024/2025,auto_recorder,3,
G017055,2024-10-06,Sunday,YNOV TOULOUSE,300,8,0,RED,P0221,Ana Clement,BLUE,DEFENSE,0,0,2,2,NONE,3,2025,phone,1,spectacular assist
G022499,2025-12-12,Friday,CAMPUS - CAFETERIA,303,8,9,BLUE,P0005,Maria Martin,BLUE,ATTACK,2,0,2,2,ANA LOPEZ,6,2025,player phone,,close match
G018591,2023-05-17,Wednesday,YNOV TOULOUSE,1020,7,5,RED,P0406,Ethan Silva,RED,ATTACK,6,0,3,0,NONE,6,2025,referee,5,
G022254,2024-01-07,Sunday,LAB 204,300,6,5,RED,P0323,Hugo Kim,BLUE,DEFENSE,3,0,4,10,ISABELLA CLEMENT,4,2024/2025,auto_recorder,5,ref biased
G022062,2023-01-11,Wednesday,CAMPUS - CAFETERIA,1158,1,3,BLUE,P0393,Jamie Morel,RED,ATTACK,0,0,1,7,NONE,7,2024/2025,player phone,,team spirit high
G005533,2025-10-30,Thursday,YNOV TOULOUSE,3446,8,4,RED,P0762,Riley Schmidt,RED,ATTACK,1,0,5,1,NONE,4,2024/2025,admin,5,close match
G000026,2023-10-17,Tuesday,CAFETERIA (1ST FLOOR),606,1,2,BLUE,P0298,Noah Girard,RED,ATTACK,0,0,0,1,NONE,2,2025,GoPro,,amazing comeback!
G006776,2024-03-20,Wednesday,GYM HALL,306,5,8,BLUE,P0467,Maria Bianchi,BLUE,DEFENSE,1,0,2,3,NONE,6,2025,auto_recorder,,
G001692,2023-11-22,Wednesday,GYM HALL,1009,1,1,DRAW,P0360,Maria Schmidt,RED,DEFENSE,0,0,1,8,DIEGO SILVA,4,2023/2024,GoPro,2,
G012508,2024-11-10,Sunday,YNOV TOULOUSE,840,5,9,BLUE,P0606,Riley Faure,BLUE,DEFENSE,6,0,0,10,TAYLOR LEROY,6,2023/2024,phone,2,rage quit
G020453,2025-03-03,Monday,BAR LE FOOS,780,6,3,RED,P0479,Emma Durand,BLUE,DEFENSE,1,0,2,8,NONE,4,2023/2024,player phone,3,8 goals in one minute
G005839,2023-12-19,Tuesday,BAR LE FOOS,698,4,2,RED,P0186,Mila Garnier,RED,ATTACK,4,0,1,2,NO,4,2024/2025,GoPro,,amazing comeback!
G000965,2024-10-06,Sunday,BAR LE FOOS,600,3,7,BLUE,P0761,Liam Leroy,RED,DEFENSE,2,0,0,8,NONE,8,2024/2025,admin,5,
G009422,2024-10-01,Tuesday,STUDENT HOUSE,2480,5,4,RED,P0637,Pierre Lopez,BLUE,ATTACK,1,0,5,6,HUGO MARTIN,7,2024/2025,admin,2,8 goals in one minute
G011154,2024-04-04,Thursday,YNOV TOULOUSE,813,2,8,BLUE,P0269,Ava Girard,RED,ATTACK,2,0,5,9,ANA KOVACS,7,2023/2024,phone,,
G023929,2023-09-30,Saturday,CAFETERIA (1ST FLOOR),483,10,1,RED,P0441,Emma Nakamura,BLUE,DEFENSE,1,0,0,3,ANA PHILIPPE,6,2024/2025,GoPro,1,close match
G017892,2023-05-09,Tuesday,YNOV TOULOUSE,374,8,7,RED,P0298,Noah Girard,BLUE,ATTACK,1,0,5,8,NONE,6,2024/2025,referee,,table slippery
G005917,2025-03-13,Thursday,CAFETERIA (1ST FLOOR),1972,9,3,RED,P0113,Antoine Faure,BLUE,ATTACK,2,0,1,8,CAMILLE MOREL,8,2025,GoPro,,beer spilled
G015201,2023-11-24,Friday,BAR LE FOOS,547,7,1,RED,P0720,Liam Morel,BLUE,DEFENSE,0,0,2,7,NONE,7,2024/2025,Discord Bot,,no comment
G019056,2024-12-07,Saturday,BAR LE FOOS,660,7,8,BLUE,P0672,Mila Faure,RED,ATTACK,7,0,5,0,NONE,8,2024/2025,referee,3,table slippery
G014338,2025-07-20,Sunday,YNOV TOULOUSE,382,9,7,RED,P0066,Jamie Girard,RED,DEFENSE,5,0,0,6,NONE,7,2023/2024,referee,4,ref biased
G011795,2023-05-22,Monday,GYM HALL,866,4,6,BLUE,P0671,Sarah Silva,RED,DEFENSE,1,2,3,6,YES,3,2024/2025,auto_recorder,2,rage quit
G017299,2024-04-30,Tuesday,STUDENT HOUSE,572,2,3,BLUE,P0472,Diego Andre,RED,DEFENSE,1,0,1,8,DIEGO BERNARD,3,2025,admin,,no comment
G020139,2023-11-13,Monday,YNOV TOULOUSE,300,9,8,RED,P0375,Sarah Thomas,RED,DEFENSE,5,0,2,7,NONE,3,2024/2025,auto_recorder,,8 goals in one minute
G005533,2025-10-30,Thursday,YNOV TOULOUSE,3446,8,4,RED,P0545,Olivia Mercier,RED,DEFENSE,6,0,5,0,NONE,4,2024/2025,admin,5,
G004925,2025-12-07,Sunday,YNOV TOULOUSE,1171,1,10,BLUE,P0784,Lena Lopez,BLUE,ATTACK,8,0,4,5,NO,2,2024/2025,auto_recorder,1,amazing comeback!
G003438,2024-10-13,Sunday,YNOV TOULOUSE,600,10,3,RED,P0679,Sofia Philippe,BLUE,ATTACK,0,0,2,10,NO,4,2025,phone,,no comment
G022927,2025-06-20,Friday,SALLE POLYVALENTE,570,3,3,DRAW,P0128,Youssef Robert,RED,DEFENSE,3,0,0,4,LUC ROBERT,3,2024/2025,Discord Bot,4,
G012429,2024-05-14,Tuesday,GYM HALL,731,6,8,BLUE,P0779,Ethan Bernard,BLUE,DEFENSE,1,0,4,2,NONE,7,2023/2024,auto_recorder,,ref biased
G006508,2023-07-04,Tuesday,YNOV TOULOUSE,433,7,7,DRAW,P0456,Ethan Rousseau,BLUE,DEFENSE,4,0,0,7,NONE,8,2024/2025,auto_recorder,3,
G018539,2023-08-08,Tuesday,LAB 204,1850,0,7,BLUE,P0614,Hugo Mercier,RED,ATTACK,0,0,1,7,NONE,6,2024/2025,phone,3,8 goals in one minute
G013816,2024-05-21,Tuesday,YNOV TOULOUSE,420,1,6,BLUE,P0129,Maria Thomas,BLUE,ATTACK,3,0,5,0,NONE,7,2023/2024,player phone,,amazing comeback!
G024765,2024-11-28,Thursday,LAB 204,3546,2,9,BLUE,P0547,Emma Mercier,BLUE,DEFENSE,7,0,4,0,MILA GARCIA,4,2025,phone,,amazing comeback!
G015682,2023-11-23,Thursday,YNOV TOULOUSE,2705,3,6,RED,P0409,Ava Schmidt,RED,DEFENSE,1,0,1,5,ISABELLA PHILIPPE,3,2023/2024,camera,5,amazing comeback!
G011319,2023-04-09,Sunday,BAR LE FOOS,2499,6,4,RED,P0129,Maria Thomas,BLUE,ATTACK,1,0,5,7,YES,3,2024/2025,referee,,
G022016,2025-12-21,Sunday,SALLE POLYVALENTE,860,9,10,BLUE,P0341,Emma Leroy,RED,ATTACK,0,0,3,9,YES,2,2024/2025,Discord Bot,1,close match
G022358,2023-08-09,Wednesday,GYM HALL,320,10,2,RED,P0116,Liam Martin,RED,ATTACK,5,0,5,8,NONE,4,2025,referee,3,ref biased
G016482,2025-11-17,Monday,GYM HALL,628,4,1,RED,P0336,Emma Bianchi,BLUE,ATTACK,0,0,5,1,NONE,4,2024/2025,referee,,ref biased
G010556,2024-07-15,Monday,BAR LE FOOS,1020,3,10,BLUE,P0190,Taylor Philippe,RED,DEFENSE,2,0,0,6,NONE,2,2024/2025,referee,3,
G021272,2025-06-02,Monday,SALLE POLYVALENTE,378,2,6,BLUE,P0554,Youssef Martin,RED,DEFENSE,3,0,3,1,HUGO MARTIN,,2024/2025,camera,3,beer spilled
G014382,2023-02-11,Saturday,LAB 204,300,8,1,RED,P0335,Hugo Muller,RED,ATTACK,2,0,1,1,NONE,5,2023/2024,admin,3,table slippery
G001960,2024-11-24,Sunday,STUDENT HOUSE,300,4,5,BLUE,P0589,Casey Lopez,RED,DEFENSE,1,0,0,10,NONE,8,2025,player phone,4,rage quit
G013600,2025-10-13,Monday,LAB 204,370,7,7,DRAW,P0558,Morgan Kovacs,BLUE,ATTACK,6,0,1,9,NONE,3,2024/2025,admin,4,
G000246,2023-01-13,Friday,GYM HALL,913,2,10,BLUE,P0456,Ethan Rousseau,BLUE,DEFENSE,0,0,2,8,NONE,2,2024/2025,auto_recorder,3,table slippery
G009517,2024-07-17,Wednesday,STUDENT HOUSE,1162,10,6,RED,P0446,Hugo Rossi,BLUE,DEFENSE,4,0,4,0,OLIVIA ANDRE,2,2024/2025,auto_recorder,2,close match
G010385,2024-02-18,Sunday,GYM HALL,616,2,10,BLUE,P0239,Hugo Kovacs,RED,DEFENSE,1,0,5,0,MAYA ROSSI,4,2024/2025,player phone,,close match
G004009,2025-12-29,Monday,BAR LE FOOS,1206,9,3,RED,P0356,Mohamed Philippe,BLUE,DEFENSE,3,0,5,3,NONE,2,2024/2025,phone,,8 goals in one minute
G002587,2025-12-24,Wednesday,YNOV TOULOUSE,926,4,6,BLUE,P0335,Hugo Muller,BLUE,DEFENSE,2,2,4,3,ETHAN LAURENT,3,2024/2025,camera,,table slippery
G011075,2024-12-29,Sunday,YNOV TOULOUSE,1155,8,10,BLUE,P0301,Chris Laurent,BLUE,ATTACK,10,0,3,3,NONE,,2024/2025,phone,,close match
G009671,2024-11-05,Tuesday,CAMPUS - CAFETERIA,1153,8,7,RED,P0728,Jamie Durand,RED,DEFENSE,5,0,4,2,YES,4,2024/2025,phone,,no comment
G014194,2023-09-18,Monday,SALLE POLYVALENTE,432,0,10,BLUE,P0347,Noah Martin,BLUE,DEFENSE,8,0,0,7,NONE,,2024/2025,camera,3,
G004800,2025-04-22,Tuesday,CAFETERIA (1ST FLOOR),1140,3,7,BLUE,P0125,Paul Martin,BLUE,DEFENSE,2,0,1,0,NONE,3,2024/2025,referee,2,8 goals in one minute
G001243,2025-10-14,Tuesday,STUDENT HOUSE,1023,10,0,RED,P0187,Jamie Garcia,BLUE,ATTACK,0,0,0,6,NONE,7,2024/2025,GoPro,,
G007633,2025-12-10,Wednesday,GYM HALL,657,1,2,BLUE,P0443,Emma Clement,BLUE,DEFENSE,0,0,2,2,NONE,4,2024/2025,player phone,1,team spirit high
G015167,2024-03-10,Sunday,SALLE POLYVALENTE,992,9,1,RED,P0605,Youssef Kovacs,RED,DEFENSE,0,0,3,1,YES,4,2024/2025,phone,,table slippery
G005533,2025-10-30,Thursday,YNOV TOULOUSE,3446,8,4,RED,P0210,Emma Laurent,BLUE,ATTACK,2,0,3,6,NONE,4,2024/2025,admin,5,8 goals in one minute
G022597,2023-03-12,Sunday,GYM HALL,660,2,6,BLUE,P0238,Riley Kim,BLUE,ATTACK,4,1,2,8,NO,6,2024/2025,referee,,table slippery
G015589,2025-02-15,Saturday,YNOV TOULOUSE,1512,5,9,BLUE,P0440,Mila Leroy,BLUE,DEFENSE,7,0,1,1,NONE,7,2025,referee,,spectacular assist
G015324,2025-01-16,Thursday,BAR LE FOOS,3139,8,3,RED,P0314,Julien Morel,BLUE,ATTACK,3,0,4,9,NONE,6,2025,GoPro,,
G012815,2024-12-13,Friday,YNOV TOULOUSE,1080,6,3,RED,P0262,Alex Bernard,RED,DEFENSE,0,0,3,9,MARIA THOMAS,8,2024/2025,GoPro,,ref biased
G011630,2024-03-03,Sunday,GYM HALL,680,7,7,DRAW,P0103,Maria Bianchi,RED,DEFENSE,5,0,0,0,NONE,2,2024/2025,player phone,,
G019602,2025-02-28,Friday,YNOV TOULOUSE,1724,9,2,RED,P0587,Chris Richard,RED,DEFENSE,4,2,4,8,NONE,8,2024/2025,phone,1,table slippery
G001118,2025-03-14,Friday,GYM HALL,1204,2,3,BLUE,P0489,Mohamed Bernard,BLUE,DEFENSE,0,0,4,6,NONE,4,2024/2025,GoPro,3,ref biased
G004514,2023-10-10,Tuesday,SALLE POLYVALENTE,780,1,10,BLUE,P0061,Isabella Clement,RED,DEFENSE,0,0,2,0,HUGO BLANC,4,2024/2025,admin,1,8 goals in one minute
G010127,2025-01-03,Friday,LAB 204,900,1,2,BLUE,P0329,Ana Andre,BLUE,ATTACK,1,0,1,8,NONE,,2024/2025,phone,,spectacular assist
G016832,2024-09-22,Sunday,GYM HALL,1140,7,2,RED,P0799,Sarah Bernard,BLUE,ATTACK,2,0,1,5,NONE,,2024/2025,referee,3,spectacular assist
G018589,2024-01-06,Saturday,CAMPUS - CAFETERIA,720,7,6,RED,P0539,Chris Andre,BLUE,DEFENSE,5,0,3,6,SOFIA MOREL,2,2023/2024,player phone,3,8 goals in one minute
G011818,2024-05-24,Friday,STUDENT HOUSE,744,6,2,RED,P0641,Hugo Lopez,RED,ATTACK,1,0,5,6,NONE,4,2023/2024,GoPro,5,rage quit
G011138,2024-03-21,Thursday,GYM HALL,600,7,10,BLUE,P0067,Youssef Martin,RED,ATTACK,3,0,3,5,ERIC ANDRE,6,2024/2025,admin,,table slippery
